"drug_type","case","details","year","percentage","sex","age","race","hispanic"
"All drug overdose deaths","Sex and age","Male: 45-54 years",2010,28.5,"Male","45-54 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 45-54 years",2011,30.4,"Male","45-54 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 45-54 years",2012,30.4,"Male","45-54 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 45-54 years",2013,31.5,"Male","45-54 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 45-54 years",2014,32.9,"Male","45-54 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 45-54 years",2015,35.3,"Male","45-54 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 45-54 years",2016,42.5,"Male","45-54 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 45-54 years",2017,48.3,"Male","45-54 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 55-64 years",1999,4.9,"Male","55-64 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 55-64 years",2000,4.4,"Male","55-64 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 55-64 years",2001,5.3,"Male","55-64 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 55-64 years",2002,6.8,"Male","55-64 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 55-64 years",2003,7.8,"Male","55-64 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 55-64 years",2004,8.6,"Male","55-64 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 55-64 years",2005,10.6,"Male","55-64 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 55-64 years",2006,12.3,"Male","55-64 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 55-64 years",2007,14,"Male","55-64 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 55-64 years",2008,14.8,"Male","55-64 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 55-64 years",2009,16,"Male","55-64 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 55-64 years",2010,17.3,"Male","55-64 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 55-64 years",2011,18.5,"Male","55-64 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 55-64 years",2012,19.4,"Male","55-64 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 55-64 years",2013,22.7,"Male","55-64 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 55-64 years",2014,23.5,"Male","55-64 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 55-64 years",2015,26.2,"Male","55-64 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 55-64 years",2016,32.2,"Male","55-64 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 55-64 years",2017,36.2,"Male","55-64 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 65-74 years",1999,2.7,"Male","65-74 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 65-74 years",2000,2.1,"Male","65-74 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 65-74 years",2001,2.7,"Male","65-74 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 65-74 years",2002,2.8,"Male","65-74 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 65-74 years",2003,2.9,"Male","65-74 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 65-74 years",2004,2.9,"Male","65-74 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 65-74 years",2005,3.3,"Male","65-74 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 65-74 years",2006,3.5,"Male","65-74 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 65-74 years",2007,4.4,"Male","65-74 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 65-74 years",2008,4.8,"Male","65-74 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 65-74 years",2009,4.8,"Male","65-74 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 65-74 years",2010,4.5,"Male","65-74 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 65-74 years",2011,5.4,"Male","65-74 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 65-74 years",2012,6.2,"Male","65-74 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 65-74 years",2013,6.9,"Male","65-74 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 65-74 years",2014,7.3,"Male","65-74 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 65-74 years",2015,8.5,"Male","65-74 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 65-74 years",2016,10,"Male","65-74 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 65-74 years",2017,11.8,"Male","65-74 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 75-84 years",1999,2.5,"Male","75-84 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 75-84 years",2000,2.5,"Male","75-84 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 75-84 years",2001,2.6,"Male","75-84 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 75-84 years",2002,3.1,"Male","75-84 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 75-84 years",2003,2.9,"Male","75-84 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 75-84 years",2004,2.8,"Male","75-84 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 75-84 years",2005,3.4,"Male","75-84 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 75-84 years",2006,3.2,"Male","75-84 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 75-84 years",2007,3.2,"Male","75-84 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 75-84 years",2008,3.2,"Male","75-84 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 75-84 years",2009,3.5,"Male","75-84 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 75-84 years",2010,3.6,"Male","75-84 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 75-84 years",2011,3.4,"Male","75-84 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 75-84 years",2012,3.2,"Male","75-84 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 75-84 years",2013,3.7,"Male","75-84 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 75-84 years",2014,3.8,"Male","75-84 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 75-84 years",2015,3.9,"Male","75-84 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 75-84 years",2016,3.7,"Male","75-84 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 75-84 years",2017,3.7,"Male","75-84 years",NA,NA
"All drug overdose deaths","Sex and age","Male: 85 years and over",1999,4.4,"Male","85 years and over",NA,NA
"All drug overdose deaths","Sex and age","Male: 85 years and over",2000,5.9,"Male","85 years and over",NA,NA
"All drug overdose deaths","Sex and age","Male: 85 years and over",2001,3.6,"Male","85 years and over",NA,NA
"All drug overdose deaths","Sex and age","Male: 85 years and over",2002,5.7,"Male","85 years and over",NA,NA
"All drug overdose deaths","Sex and age","Male: 85 years and over",2003,4.8,"Male","85 years and over",NA,NA
"All drug overdose deaths","Sex and age","Male: 85 years and over",2004,4.8,"Male","85 years and over",NA,NA
"All drug overdose deaths","Sex and age","Male: 85 years and over",2005,5.2,"Male","85 years and over",NA,NA
"All drug overdose deaths","Sex and age","Male: 85 years and over",2006,4.7,"Male","85 years and over",NA,NA
"All drug overdose deaths","Sex and age","Male: 85 years and over",2007,4.9,"Male","85 years and over",NA,NA
"All drug overdose deaths","Sex and age","Male: 85 years and over",2008,4.4,"Male","85 years and over",NA,NA
"All drug overdose deaths","Sex and age","Male: 85 years and over",2009,5.2,"Male","85 years and over",NA,NA
"All drug overdose deaths","Sex and age","Male: 85 years and over",2010,5.1,"Male","85 years and over",NA,NA
"All drug overdose deaths","Sex and age","Male: 85 years and over",2011,4.3,"Male","85 years and over",NA,NA
"All drug overdose deaths","Sex and age","Male: 85 years and over",2012,5.3,"Male","85 years and over",NA,NA
"All drug overdose deaths","Sex and age","Male: 85 years and over",2013,5.9,"Male","85 years and over",NA,NA
"All drug overdose deaths","Sex and age","Male: 85 years and over",2014,4.3,"Male","85 years and over",NA,NA
"All drug overdose deaths","Sex and age","Male: 85 years and over",2015,5,"Male","85 years and over",NA,NA
"All drug overdose deaths","Sex and age","Male: 85 years and over",2016,4.6,"Male","85 years and over",NA,NA
"All drug overdose deaths","Sex and age","Male: 85 years and over",2017,4.5,"Male","85 years and over",NA,NA
"All drug overdose deaths","Sex and age","Female: Under 15 years",1999,0.1,"Female","Under 15 years",NA,NA
"All drug overdose deaths","Sex and age","Female: Under 15 years",2000,0.1,"Female","Under 15 years",NA,NA
"All drug overdose deaths","Sex and age","Female: Under 15 years",2001,0.1,"Female","Under 15 years",NA,NA
"All drug overdose deaths","Sex and age","Female: Under 15 years",2002,0.2,"Female","Under 15 years",NA,NA
"All drug overdose deaths","Sex and age","Female: Under 15 years",2003,0.1,"Female","Under 15 years",NA,NA
"All drug overdose deaths","Sex and age","Female: Under 15 years",2004,0.2,"Female","Under 15 years",NA,NA
"All drug overdose deaths","Sex and age","Female: Under 15 years",2005,0.2,"Female","Under 15 years",NA,NA
"All drug overdose deaths","Sex and age","Female: Under 15 years",2006,0.2,"Female","Under 15 years",NA,NA
"All drug overdose deaths","Sex and age","Female: Under 15 years",2007,0.2,"Female","Under 15 years",NA,NA
"All drug overdose deaths","Sex and age","Female: Under 15 years",2008,0.2,"Female","Under 15 years",NA,NA
"All drug overdose deaths","Sex and age","Female: Under 15 years",2009,0.2,"Female","Under 15 years",NA,NA
"All drug overdose deaths","Sex and age","Female: Under 15 years",2010,0.2,"Female","Under 15 years",NA,NA
"All drug overdose deaths","Sex and age","Female: Under 15 years",2011,0.2,"Female","Under 15 years",NA,NA
"All drug overdose deaths","Sex and age","Female: Under 15 years",2012,0.2,"Female","Under 15 years",NA,NA
"All drug overdose deaths","Sex and age","Female: Under 15 years",2013,0.2,"Female","Under 15 years",NA,NA
"All drug overdose deaths","Sex and age","Female: Under 15 years",2014,0.2,"Female","Under 15 years",NA,NA
"All drug overdose deaths","Sex and age","Female: Under 15 years",2015,0.3,"Female","Under 15 years",NA,NA
"All drug overdose deaths","Sex and age","Female: Under 15 years",2016,0.2,"Female","Under 15 years",NA,NA
"All drug overdose deaths","Sex and age","Female: Under 15 years",2017,0.3,"Female","Under 15 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 15-24 years",1999,1.8,"Female","15-24 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 15-24 years",2000,1.9,"Female","15-24 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 15-24 years",2001,2.2,"Female","15-24 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 15-24 years",2002,2.8,"Female","15-24 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 15-24 years",2003,3.1,"Female","15-24 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 15-24 years",2004,3.3,"Female","15-24 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 15-24 years",2005,3.5,"Female","15-24 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 15-24 years",2006,3.9,"Female","15-24 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 15-24 years",2007,4.2,"Female","15-24 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 15-24 years",2008,4,"Female","15-24 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 15-24 years",2009,4.1,"Female","15-24 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 15-24 years",2010,4.6,"Female","15-24 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 15-24 years",2011,4.6,"Female","15-24 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 15-24 years",2012,4.4,"Female","15-24 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 15-24 years",2013,4.8,"Female","15-24 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 15-24 years",2014,5,"Female","15-24 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 15-24 years",2015,5.9,"Female","15-24 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 15-24 years",2016,7,"Female","15-24 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 15-24 years",2017,7.9,"Female","15-24 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 25-34 years",1999,4.6,"Female","25-34 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 25-34 years",2000,4.6,"Female","25-34 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 25-34 years",2001,5.2,"Female","25-34 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 25-34 years",2002,6.2,"Female","25-34 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 25-34 years",2003,7.1,"Female","25-34 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 25-34 years",2004,7.2,"Female","25-34 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 25-34 years",2005,8.5,"Female","25-34 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 25-34 years",2006,9.5,"Female","25-34 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 25-34 years",2007,10.1,"Female","25-34 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 25-34 years",2008,9.9,"Female","25-34 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 25-34 years",2009,10.4,"Female","25-34 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 25-34 years",2010,11.9,"Female","25-34 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 25-34 years",2011,12.8,"Female","25-34 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 25-34 years",2012,13.1,"Female","25-34 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 25-34 years",2013,13,"Female","25-34 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 25-34 years",2014,14.1,"Female","25-34 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 25-34 years",2015,15.7,"Female","25-34 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 25-34 years",2016,19.9,"Female","25-34 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 25-34 years",2017,22,"Female","25-34 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 35-44 years",1999,8.7,"Female","35-44 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 35-44 years",2000,9.2,"Female","35-44 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 35-44 years",2001,10.4,"Female","35-44 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 35-44 years",2002,12.8,"Female","35-44 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 35-44 years",2003,13.7,"Female","35-44 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 35-44 years",2004,14.8,"Female","35-44 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 35-44 years",2005,14.8,"Female","35-44 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 35-44 years",2006,15.9,"Female","35-44 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 35-44 years",2007,16.1,"Female","35-44 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 35-44 years",2008,16.5,"Female","35-44 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 35-44 years",2009,16,"Female","35-44 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 35-44 years",2010,16.8,"Female","35-44 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 35-44 years",2011,18.2,"Female","35-44 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 35-44 years",2012,17.1,"Female","35-44 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 35-44 years",2013,18,"Female","35-44 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 35-44 years",2014,19.2,"Female","35-44 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 35-44 years",2015,20.5,"Female","35-44 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 35-44 years",2016,23.3,"Female","35-44 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 35-44 years",2017,25.1,"Female","35-44 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 45-54 years",1999,7.2,"Female","45-54 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 45-54 years",2000,7.7,"Female","45-54 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 45-54 years",2001,9.1,"Female","45-54 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 45-54 years",2002,12.2,"Female","45-54 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 45-54 years",2003,13.5,"Female","45-54 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 45-54 years",2004,15,"Female","45-54 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 45-54 years",2005,16.5,"Female","45-54 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 45-54 years",2006,18.6,"Female","45-54 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 45-54 years",2007,21,"Female","45-54 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 45-54 years",2008,21,"Female","45-54 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 45-54 years",2009,21.8,"Female","45-54 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 45-54 years",2010,21.8,"Female","45-54 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 45-54 years",2011,23.1,"Female","45-54 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 45-54 years",2012,23.4,"Female","45-54 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 45-54 years",2013,23.6,"Female","45-54 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 45-54 years",2014,23.7,"Female","45-54 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 45-54 years",2015,24.9,"Female","45-54 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 45-54 years",2016,26.7,"Female","45-54 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 45-54 years",2017,27.5,"Female","45-54 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 55-64 years",1999,3.5,"Female","55-64 years",NA,NA
"All drug overdose deaths","Sex and age","Female: 55-64 years",2000,3.9,"Female","55-64 years",NA,NA
